idVenta,total,tipo,creacion,actualizacion,activo
6031,5100.0,Mostrador,2025-08-18 18:05:09,2025-08-18 18:05:09,True
6030,7400.0,Mostrador,2025-08-18 18:03:40,2025-08-18 18:03:40,True
6029,4500.0,Mostrador,2025-08-18 17:47:46,2025-08-18 17:47:46,True
6028,7800.0,Mostrador,2025-08-18 17:46:45,2025-08-18 17:46:45,True
6027,5400.0,Mostrador,2025-08-18 16:59:41,2025-08-18 16:59:41,True
6026,20700.0,Mostrador,2025-08-18 16:44:21,2025-08-18 16:44:21,True
6025,7200.0,Local,2025-08-18 16:39:57,2025-08-18 16:39:57,True
6024,9000.0,Mostrador,2025-08-18 16:26:53,2025-08-18 16:26:53,True
6023,15400.0,Mostrador,2025-08-18 16:20:50,2025-08-18 16:20:50,True
6022,14800.0,Mostrador,2025-08-18 16:18:52,2025-08-18 16:18:52,True
6021,5400.0,Mostrador,2025-08-18 16:15:48,2025-08-18 16:15:48,True
6020,6000.0,Mostrador,2025-08-18 15:33:01,2025-08-18 15:33:01,True
6019,13770.0,Delivery,2025-08-18 15:26:56,2025-08-18 15:26:56,True
6018,6000.0,Mostrador,2025-08-18 14:51:10,2025-08-18 14:51:10,True
6017,11170.0,Delivery,2025-08-18 13:08:41,2025-08-18 13:08:41,True
6016,3900.0,Mostrador,2025-08-18 12:40:26,2025-08-18 12:40:26,True
6015,7800.0,Mostrador,2025-08-18 12:26:57,2025-08-18 12:26:57,True
6014,1500.0,Mostrador,2025-08-18 12:16:59,2025-08-18 12:16:59,True
6013,11100.0,Mostrador,2025-08-18 12:06:10,2025-08-18 12:06:10,True
6012,3500.0,Mostrador,2025-08-18 11:57:24,2025-08-18 11:57:24,True
6011,7500.0,Mostrador,2025-08-18 11:48:20,2025-08-18 11:48:20,True
6010,5900.0,Mostrador,2025-08-18 10:44:14,2025-08-18 10:44:14,True
6009,14300.0,Mostrador,2025-08-18 10:28:39,2025-08-18 10:28:39,True
6008,3900.0,Mostrador,2025-08-18 10:13:03,2025-08-18 10:13:03,True
6007,8800.0,Mostrador,2025-08-18 10:08:30,2025-08-18 10:08:30,True
6006,6300.0,Local,2025-08-18 09:45:31,2025-08-18 09:45:31,True
6005,15800.0,Mostrador,2025-08-18 09:37:27,2025-08-18 09:37:27,True
6004,5400.0,Mostrador,2025-08-18 08:43:29,2025-08-18 08:43:29,True
6003,7500.0,Mostrador,2025-08-18 08:35:56,2025-08-18 08:35:56,True
6002,11800.0,Mostrador,2025-08-18 08:27:52,2025-08-18 08:27:52,True
6001,6000.0,Mostrador,2025-08-18 08:21:15,2025-08-18 08:21:15,True
6000,11100.0,Local,2025-08-18 08:08:26,2025-08-18 08:08:26,True
5999,3000.0,Mostrador,2025-08-17 19:23:12,2025-08-17 19:23:12,True
5998,25500.0,Mostrador,2025-08-17 19:19:10,2025-08-17 19:19:10,True
5997,14500.0,Local,2025-08-17 19:17:06,2025-08-17 19:17:06,True
5996,20700.0,Delivery,2025-08-17 18:58:58,2025-08-17 18:58:58,True
5995,18000.0,Mostrador,2025-08-17 18:55:48,2025-08-17 18:55:48,True
5994,7800.0,Mostrador,2025-08-17 18:49:08,2025-08-17 18:49:08,True
5993,6400.0,Mostrador,2025-08-17 18:31:26,2025-08-17 18:31:26,True
5992,4500.0,Local,2025-08-17 18:17:58,2025-08-17 18:17:58,True
5991,10620.0,Delivery,2025-08-17 17:51:16,2025-08-17 17:51:16,True
5990,14300.0,Mostrador,2025-08-17 17:49:28,2025-08-17 17:49:28,True
5989,12880.0,Delivery,2025-08-17 17:10:54,2025-08-17 17:10:54,True
5988,5200.0,Mostrador,2025-08-17 17:07:58,2025-08-17 17:07:58,True
5987,20100.0,Mostrador,2025-08-17 17:03:16,2025-08-17 17:03:16,True
5986,4500.0,Mostrador,2025-08-17 16:37:52,2025-08-17 16:37:52,True
5985,4500.0,Mostrador,2025-08-17 16:36:19,2025-08-17 16:36:19,True
5984,31000.0,Mostrador,2025-08-17 16:16:33,2025-08-17 16:16:33,True
5983,9000.0,Mostrador,2025-08-17 16:13:15,2025-08-17 16:13:15,True
5982,12400.0,Mostrador,2025-08-17 16:10:26,2025-08-17 16:10:26,True
5981,26100.0,Mostrador,2025-08-17 15:59:48,2025-08-17 15:59:48,True
5980,8000.0,Mostrador,2025-08-17 15:45:22,2025-08-17 15:45:22,True
5979,8500.0,Mostrador,2025-08-17 15:41:01,2025-08-17 15:41:01,True
5978,8000.0,Mostrador,2025-08-17 14:10:08,2025-08-17 14:10:08,True
5977,11600.0,Local,2025-08-17 13:13:03,2025-08-17 13:13:03,True
5976,5400.0,Mostrador,2025-08-17 13:06:10,2025-08-17 13:06:10,True
5975,0.0,Mostrador,2025-08-17 13:05:44,2025-08-17 13:05:44,True
5974,9500.0,Local,2025-08-17 12:17:21,2025-08-17 12:17:21,True
5973,7100.0,Mostrador,2025-08-17 11:32:38,2025-08-17 11:32:38,True
5972,7800.0,Local,2025-08-17 11:14:43,2025-08-17 11:14:43,True
5971,3900.0,Mostrador,2025-08-17 11:10:34,2025-08-17 11:10:34,True
5970,16900.0,Mostrador,2025-08-17 11:04:40,2025-08-17 11:04:40,True
5969,6300.0,Mostrador,2025-08-17 10:14:24,2025-08-17 10:14:24,True
5968,26500.0,Mostrador,2025-08-17 10:01:37,2025-08-17 10:01:37,True
5967,17800.0,Local,2025-08-17 09:53:30,2025-08-17 09:53:30,True
5966,5400.0,Mostrador,2025-08-17 09:51:44,2025-08-17 09:51:44,True
5965,3500.0,Mostrador,2025-08-16 18:50:29,2025-08-16 18:50:29,True
5964,4600.0,Local,2025-08-16 18:30:18,2025-08-16 18:30:18,True
5963,3900.0,Local,2025-08-16 18:25:25,2025-08-16 18:25:25,True
5962,9000.0,Mostrador,2025-08-16 17:58:52,2025-08-16 17:58:52,True
5961,8300.0,Mostrador,2025-08-16 17:56:10,2025-08-16 17:56:10,True
5960,11200.0,Mostrador,2025-08-16 17:55:37,2025-08-16 17:55:37,True
5959,10350.0,Delivery,2025-08-16 17:53:47,2025-08-16 17:53:47,True
5958,5200.0,Mostrador,2025-08-16 17:50:35,2025-08-16 17:50:35,True
5957,2800.0,Mostrador,2025-08-16 17:42:26,2025-08-16 17:42:26,True
5956,9900.0,Local,2025-08-16 17:32:45,2025-08-16 17:32:45,True
5955,0.0,Mostrador,2025-08-16 17:21:15,2025-08-16 17:21:15,True
5954,15600.0,Local,2025-08-16 17:13:39,2025-08-16 17:13:39,True
5953,7800.0,Mostrador,2025-08-16 17:07:58,2025-08-16 17:07:58,True
5952,22200.0,Local,2025-08-16 17:04:06,2025-08-16 17:04:06,True
5951,0.0,Mostrador,2025-08-16 17:03:41,2025-08-16 17:03:41,True
5950,5200.0,Local,2025-08-16 16:52:15,2025-08-16 16:52:15,True
5949,14800.0,Mostrador,2025-08-16 15:56:20,2025-08-16 15:56:20,True
5948,8200.0,Mostrador,2025-08-16 15:53:32,2025-08-16 15:53:32,True
5947,3900.0,Mostrador,2025-08-16 15:45:03,2025-08-16 15:45:03,True
5946,5400.0,Mostrador,2025-08-16 15:40:03,2025-08-16 15:40:03,True
5945,21000.0,Delivery,2025-08-16 15:36:08,2025-08-16 15:36:08,True
5944,17000.0,Local,2025-08-16 15:33:42,2025-08-16 15:33:42,True
5943,10500.0,Local,2025-08-16 14:31:12,2025-08-16 14:31:12,True
5942,13800.0,Local,2025-08-16 13:17:21,2025-08-16 13:17:21,True
5941,11300.0,Local,2025-08-16 12:30:30,2025-08-16 12:30:30,True
5940,6000.0,Mostrador,2025-08-16 12:30:14,2025-08-16 12:30:14,True
5939,4600.0,Mostrador,2025-08-16 12:21:36,2025-08-16 12:21:36,True
5938,0.0,Local,2025-08-16 12:21:25,2025-08-16 12:21:25,True
5937,12300.0,Mostrador,2025-08-16 12:17:55,2025-08-16 12:17:55,True
5936,18300.0,Local,2025-08-16 12:17:33,2025-08-16 12:17:33,True
5935,8200.0,Mostrador,2025-08-16 12:02:19,2025-08-16 12:02:19,True
5934,4500.0,Mostrador,2025-08-16 11:47:35,2025-08-16 11:47:35,True
5933,3900.0,Mostrador,2025-08-16 11:42:51,2025-08-16 11:42:51,True
5932,0.0,Local,2025-08-16 11:37:01,2025-08-16 11:37:01,True
5931,3900.0,Mostrador,2025-08-16 11:36:57,2025-08-16 11:36:57,True
5930,5200.0,Mostrador,2025-08-16 11:24:31,2025-08-16 11:24:31,True
5929,12500.0,Mostrador,2025-08-16 11:19:26,2025-08-16 11:19:26,True
5928,19900.0,Mostrador,2025-08-16 11:11:25,2025-08-16 11:11:25,True
5927,2600.0,Mostrador,2025-08-16 10:59:38,2025-08-16 10:59:38,True
5926,11700.0,Mostrador,2025-08-16 10:57:30,2025-08-16 10:57:30,True
5925,3000.0,Mostrador,2025-08-16 10:35:10,2025-08-16 10:35:10,True
5924,0.0,Mostrador,2025-08-16 10:31:49,2025-08-16 10:31:49,True
5923,16800.0,Mostrador,2025-08-16 10:00:28,2025-08-16 10:00:28,True
5922,6000.0,Local,2025-08-16 09:57:03,2025-08-16 09:57:03,True
5921,5900.0,Mostrador,2025-08-16 09:51:24,2025-08-16 09:51:24,True
5920,19400.0,Local,2025-08-16 09:29:48,2025-08-16 09:29:48,True
5919,49300.0,Local,2025-08-16 09:29:44,2025-08-16 09:29:44,True
5918,0.0,Mostrador,2025-08-15 19:22:29,2025-08-15 19:22:29,True
5917,3900.0,Mostrador,2025-08-15 19:20:14,2025-08-15 19:20:14,True
5916,6000.0,Mostrador,2025-08-15 18:42:50,2025-08-15 18:42:50,True
5915,9300.0,Local,2025-08-15 18:36:29,2025-08-15 18:36:29,True
5914,20100.0,Local,2025-08-15 18:27:31,2025-08-15 18:27:31,True
5913,13300.0,Mostrador,2025-08-15 18:24:52,2025-08-15 18:24:52,True
5912,16900.0,Mostrador,2025-08-15 18:22:24,2025-08-15 18:22:24,True
5911,5200.0,Mostrador,2025-08-15 18:19:06,2025-08-15 18:19:06,True
5910,7000.0,Mostrador,2025-08-15 18:14:35,2025-08-15 18:14:35,True
5909,5400.0,Mostrador,2025-08-15 17:50:07,2025-08-15 17:50:07,True
5908,6900.0,Mostrador,2025-08-15 17:43:56,2025-08-15 17:43:56,True
5907,10400.0,Mostrador,2025-08-15 17:41:53,2025-08-15 17:41:53,True
5906,4500.0,Mostrador,2025-08-15 17:20:10,2025-08-15 17:20:10,True
5905,2600.0,Mostrador,2025-08-15 17:16:54,2025-08-15 17:16:54,True
5904,5200.0,Mostrador,2025-08-15 17:04:01,2025-08-15 17:04:01,True
5903,15800.0,Mostrador,2025-08-15 16:53:23,2025-08-15 16:53:23,True
5902,9000.0,Mostrador,2025-08-15 16:25:32,2025-08-15 16:25:32,True
5901,18400.0,Mostrador,2025-08-15 16:16:55,2025-08-15 16:16:55,True
5900,3500.0,Mostrador,2025-08-15 16:12:25,2025-08-15 16:12:25,True
5899,21700.0,Mostrador,2025-08-15 16:07:08,2025-08-15 16:07:08,True
5898,23100.0,Local,2025-08-15 16:03:25,2025-08-15 16:03:25,True
5897,10990.0,Delivery,2025-08-15 14:26:39,2025-08-15 14:26:39,True
5896,7800.0,Mostrador,2025-08-15 13:31:45,2025-08-15 13:31:45,True
5895,0.0,Mostrador,2025-08-15 13:14:04,2025-08-15 13:14:04,True
5894,0.0,Mostrador,2025-08-15 12:33:47,2025-08-15 12:33:47,True
5893,6900.0,Mostrador,2025-08-15 12:15:31,2025-08-15 12:15:31,True
5892,7900.0,Local,2025-08-15 11:53:51,2025-08-15 11:53:51,True
5891,0.0,Mostrador,2025-08-15 11:40:56,2025-08-15 11:40:56,True
5890,0.0,Mostrador,2025-08-15 11:40:34,2025-08-15 11:40:34,True
5889,6500.0,Local,2025-08-15 11:29:07,2025-08-15 11:29:07,True
5888,13200.0,Mostrador,2025-08-15 11:26:15,2025-08-15 11:26:15,True
5887,6500.0,Mostrador,2025-08-15 11:15:10,2025-08-15 11:15:10,True
5886,7500.0,Mostrador,2025-08-15 10:21:15,2025-08-15 10:21:15,True
5885,23700.0,Mostrador,2025-08-15 10:16:55,2025-08-15 10:16:55,True
5884,7800.0,Mostrador,2025-08-15 09:50:30,2025-08-15 09:50:30,True
5883,5200.0,Local,2025-08-15 09:46:52,2025-08-15 09:46:52,True
5882,4500.0,Mostrador,2025-08-15 09:45:35,2025-08-15 09:45:35,True
5881,2600.0,Mostrador,2025-08-15 09:38:15,2025-08-15 09:38:15,True
5880,14600.0,Local,2025-08-15 09:30:42,2025-08-15 09:30:42,True
5879,8000.0,Mostrador,2025-08-15 08:40:31,2025-08-15 08:40:31,True
5878,40900.0,Local,2025-08-15 08:30:33,2025-08-15 08:30:33,True
5877,6000.0,Mostrador,2025-08-15 08:22:38,2025-08-15 08:22:38,True
5876,11200.0,Mostrador,2025-08-15 08:12:09,2025-08-15 08:12:09,True
5875,12000.0,Mostrador,2025-08-15 08:06:17,2025-08-15 08:06:17,True
5874,7400.0,Mostrador,2025-08-14 19:23:04,2025-08-14 19:23:04,True
5873,5200.0,Mostrador,2025-08-14 18:48:13,2025-08-14 18:48:13,True
5872,3900.0,Mostrador,2025-08-14 18:47:01,2025-08-14 18:47:01,True
5871,3500.0,Mostrador,2025-08-14 18:32:47,2025-08-14 18:32:47,True
5870,9900.0,Local,2025-08-14 18:25:25,2025-08-14 18:25:25,True
5869,4500.0,Mostrador,2025-08-14 18:24:18,2025-08-14 18:24:18,True
5868,0.0,Mostrador,2025-08-14 18:09:56,2025-08-14 18:09:56,True
5867,4100.0,Mostrador,2025-08-14 18:06:58,2025-08-14 18:06:58,True
5866,7200.0,Mostrador,2025-08-14 18:04:46,2025-08-14 18:04:46,True
5865,12100.0,Local,2025-08-14 17:45:56,2025-08-14 17:45:56,True
5864,9000.0,Mostrador,2025-08-14 17:21:16,2025-08-14 17:21:16,True
5863,3900.0,Mostrador,2025-08-14 17:16:20,2025-08-14 17:16:20,True
5862,13200.0,Mostrador,2025-08-14 17:13:04,2025-08-14 17:13:04,True
5861,7600.0,Mostrador,2025-08-14 16:57:17,2025-08-14 16:57:17,True
5860,7300.0,Mostrador,2025-08-14 16:53:13,2025-08-14 16:53:13,True
5859,3900.0,Mostrador,2025-08-14 16:49:37,2025-08-14 16:49:37,True
5858,6000.0,Mostrador,2025-08-14 16:39:28,2025-08-14 16:39:28,True
5857,8600.0,Mostrador,2025-08-14 16:27:53,2025-08-14 16:27:53,True
5856,8400.0,Local,2025-08-14 16:27:07,2025-08-14 16:27:07,True
5855,22900.0,Local,2025-08-14 16:14:33,2025-08-14 16:14:33,True
5854,11200.0,Local,2025-08-14 16:06:55,2025-08-14 16:06:55,True
5853,2600.0,Mostrador,2025-08-14 15:10:27,2025-08-14 15:10:27,True
5852,3900.0,Mostrador,2025-08-14 14:49:57,2025-08-14 14:49:57,True
5851,7000.0,Mostrador,2025-08-14 14:47:38,2025-08-14 14:47:38,True
5850,6000.0,Mostrador,2025-08-14 14:19:59,2025-08-14 14:19:59,True
5849,2800.0,Mostrador,2025-08-14 14:16:52,2025-08-14 14:16:52,True
5848,5400.0,Mostrador,2025-08-14 14:00:03,2025-08-14 14:00:03,True
5847,5200.0,Mostrador,2025-08-14 13:26:42,2025-08-14 13:26:42,True
5846,3900.0,Mostrador,2025-08-14 12:42:44,2025-08-14 12:42:44,True
5845,9500.0,Local,2025-08-14 12:07:06,2025-08-14 12:07:06,True
5844,5200.0,Mostrador,2025-08-14 11:03:08,2025-08-14 11:03:08,True
5843,10620.0,Delivery,2025-08-14 10:34:36,2025-08-14 10:34:36,True
5842,12000.0,Mostrador,2025-08-14 10:30:40,2025-08-14 10:30:40,True
5841,9810.0,Delivery,2025-08-14 10:25:28,2025-08-14 10:25:28,True
5840,23400.0,Delivery,2025-08-14 10:24:28,2025-08-14 10:24:28,True
5839,6000.0,Mostrador,2025-08-14 09:13:59,2025-08-14 09:13:59,True
5838,5400.0,Mostrador,2025-08-14 09:13:04,2025-08-14 09:13:04,True
5837,0.0,Local,2025-08-14 09:01:46,2025-08-14 09:01:46,True
5836,0.0,Local,2025-08-14 08:57:58,2025-08-14 08:57:58,True
5835,3900.0,Mostrador,2025-08-14 08:54:23,2025-08-14 08:54:23,True
5834,9900.0,Mostrador,2025-08-14 08:53:28,2025-08-14 08:53:28,True
5833,10800.0,Mostrador,2025-08-14 08:21:27,2025-08-14 08:21:27,True
5832,4500.0,Mostrador,2025-08-14 08:15:05,2025-08-14 08:15:05,True
5831,3300.0,Mostrador,2025-08-14 08:02:35,2025-08-14 08:02:35,True
5830,3900.0,Mostrador,2025-08-13 20:02:25,2025-08-13 20:02:25,True
5829,13800.0,Mostrador,2025-08-13 19:32:32,2025-08-13 19:32:32,True
5828,14900.0,Mostrador,2025-08-13 18:37:16,2025-08-13 18:37:16,True
5827,3900.0,Mostrador,2025-08-13 18:36:20,2025-08-13 18:36:20,True
5826,16800.0,Mostrador,2025-08-13 18:31:30,2025-08-13 18:31:30,True
5825,7300.0,Mostrador,2025-08-13 18:27:59,2025-08-13 18:27:59,True
5824,16200.0,Mostrador,2025-08-13 18:03:44,2025-08-13 18:03:44,True
5823,3900.0,Mostrador,2025-08-13 18:00:54,2025-08-13 18:00:54,True
5822,6000.0,Local,2025-08-13 17:53:16,2025-08-13 17:53:16,True
5821,13000.0,Mostrador,2025-08-13 17:22:47,2025-08-13 17:22:47,True
5820,0.0,Mostrador,2025-08-13 17:21:49,2025-08-13 17:21:49,True
5819,3900.0,Mostrador,2025-08-13 17:21:13,2025-08-13 17:21:13,True
5818,3900.0,Mostrador,2025-08-13 17:04:21,2025-08-13 17:04:21,True
5817,11300.0,Mostrador,2025-08-13 17:00:39,2025-08-13 17:00:39,True
5816,6000.0,Mostrador,2025-08-13 16:55:09,2025-08-13 16:55:09,True
5815,1500.0,Mostrador,2025-08-13 16:51:46,2025-08-13 16:51:46,True
5814,6000.0,Mostrador,2025-08-13 16:49:59,2025-08-13 16:49:59,True
5813,2600.0,Mostrador,2025-08-13 16:46:34,2025-08-13 16:46:34,True
5812,24800.0,Local,2025-08-13 16:45:38,2025-08-13 16:45:38,True
5811,11200.0,Mostrador,2025-08-13 16:38:18,2025-08-13 16:38:18,True
5810,7800.0,Mostrador,2025-08-13 16:32:19,2025-08-13 16:32:19,True
5809,2800.0,Mostrador,2025-08-13 16:27:14,2025-08-13 16:27:14,True
5808,6000.0,Local,2025-08-13 16:25:02,2025-08-13 16:25:02,True
5807,3900.0,Local,2025-08-13 16:11:21,2025-08-13 16:11:21,True
5806,6000.0,Local,2025-08-13 16:10:51,2025-08-13 16:10:51,True
5805,8400.0,Mostrador,2025-08-13 16:00:22,2025-08-13 16:00:22,True
5804,3000.0,Mostrador,2025-08-13 15:58:46,2025-08-13 15:58:46,True
5803,3900.0,Mostrador,2025-08-13 15:09:38,2025-08-13 15:09:38,True
5802,3300.0,Mostrador,2025-08-13 14:45:42,2025-08-13 14:45:42,True
5801,3900.0,Mostrador,2025-08-13 14:43:45,2025-08-13 14:43:45,True
5800,4900.0,Local,2025-08-13 13:36:16,2025-08-13 13:36:16,True
5799,9500.0,Mostrador,2025-08-13 13:36:09,2025-08-13 13:36:09,True
5798,2800.0,Mostrador,2025-08-13 13:17:10,2025-08-13 13:17:10,True
5797,2800.0,Mostrador,2025-08-13 12:02:16,2025-08-13 12:02:16,True
5796,8800.0,Mostrador,2025-08-13 11:57:36,2025-08-13 11:57:36,True
5795,6000.0,Mostrador,2025-08-13 11:46:03,2025-08-13 11:46:03,True
5794,6000.0,Mostrador,2025-08-13 11:27:31,2025-08-13 11:27:31,True
5793,8000.0,Local,2025-08-13 10:51:34,2025-08-13 10:51:34,True
5792,3300.0,Mostrador,2025-08-13 10:39:16,2025-08-13 10:39:16,True
5791,10200.0,Local,2025-08-13 10:36:18,2025-08-13 10:36:18,True
5790,9900.0,Mostrador,2025-08-13 10:32:25,2025-08-13 10:32:25,True
5789,1300.0,Mostrador,2025-08-13 10:29:58,2025-08-13 10:29:58,True
5788,10200.0,Local,2025-08-13 10:17:51,2025-08-13 10:17:51,True
5787,7800.0,Delivery,2025-08-13 10:14:06,2025-08-13 10:14:06,True
5786,4100.0,Local,2025-08-13 10:09:54,2025-08-13 10:09:54,True
5785,6160.0,Delivery,2025-08-13 10:09:04,2025-08-13 10:09:04,True
5784,15200.0,Mostrador,2025-08-13 09:59:18,2025-08-13 09:59:18,True
5783,5200.0,Local,2025-08-13 09:53:41,2025-08-13 09:53:41,True
5782,8800.0,Local,2025-08-13 09:50:02,2025-08-13 09:50:02,True
5781,4600.0,Mostrador,2025-08-13 09:48:13,2025-08-13 09:48:13,True
5780,6000.0,Mostrador,2025-08-13 09:44:31,2025-08-13 09:44:31,True
5779,8400.0,Mostrador,2025-08-13 09:22:12,2025-08-13 09:22:12,True
5778,8000.0,Mostrador,2025-08-13 09:06:52,2025-08-13 09:06:52,True
5777,4500.0,Mostrador,2025-08-13 09:01:25,2025-08-13 09:01:25,True
5776,6000.0,Mostrador,2025-08-13 08:59:16,2025-08-13 08:59:16,True
5775,24700.0,Local,2025-08-13 08:44:46,2025-08-13 08:44:46,True
5774,8400.0,Mostrador,2025-08-13 08:31:36,2025-08-13 08:31:36,True
5773,16200.0,Mostrador,2025-08-13 08:26:07,2025-08-13 08:26:07,True
5772,9900.0,Mostrador,2025-08-13 08:24:36,2025-08-13 08:24:36,True
5771,10600.0,Mostrador,2025-08-13 08:22:27,2025-08-13 08:22:27,True
5770,7800.0,Mostrador,2025-08-13 08:09:03,2025-08-13 08:09:03,True
5769,9100.0,Delivery,2025-08-13 07:43:02,2025-08-13 07:43:02,True
5768,11500.0,Mostrador,2025-08-12 19:06:10,2025-08-12 19:06:10,True
5767,4600.0,Mostrador,2025-08-12 18:38:36,2025-08-12 18:38:36,True
5766,13600.0,Mostrador,2025-08-12 18:20:04,2025-08-12 18:20:04,True
5765,3900.0,Mostrador,2025-08-12 18:14:06,2025-08-12 18:14:06,True
5764,7500.0,Mostrador,2025-08-12 18:12:34,2025-08-12 18:12:34,True
5763,1300.0,Mostrador,2025-08-12 18:02:22,2025-08-12 18:02:22,True
5762,5200.0,Mostrador,2025-08-12 17:58:54,2025-08-12 17:58:54,True
5761,6000.0,Mostrador,2025-08-12 17:55:53,2025-08-12 17:55:53,True
5760,7800.0,Mostrador,2025-08-12 17:50:59,2025-08-12 17:50:59,True
5759,11300.0,Mostrador,2025-08-12 17:33:52,2025-08-12 17:33:52,True
5758,3900.0,Mostrador,2025-08-12 17:25:26,2025-08-12 17:25:26,True
5757,6000.0,Mostrador,2025-08-12 17:23:07,2025-08-12 17:23:07,True
5756,11700.0,Mostrador,2025-08-12 17:18:16,2025-08-12 17:18:16,True
5755,11700.0,Mostrador,2025-08-12 17:03:23,2025-08-12 17:03:23,True
5754,13400.0,Local,2025-08-12 16:59:28,2025-08-12 16:59:28,True
5753,8000.0,Mostrador,2025-08-12 16:52:32,2025-08-12 16:52:32,True
5752,17700.0,Mostrador,2025-08-12 16:39:25,2025-08-12 16:39:25,True
5751,5400.0,Mostrador,2025-08-12 16:31:08,2025-08-12 16:31:08,True
5750,6500.0,Mostrador,2025-08-12 16:30:16,2025-08-12 16:30:16,True
5749,2600.0,Mostrador,2025-08-12 16:27:39,2025-08-12 16:27:39,True
5748,15000.0,Local,2025-08-12 16:26:11,2025-08-12 16:26:11,True
5747,6300.0,Mostrador,2025-08-12 16:11:29,2025-08-12 16:11:29,True
5746,2800.0,Mostrador,2025-08-12 15:40:22,2025-08-12 15:40:22,True
5745,12700.0,Local,2025-08-12 15:36:36,2025-08-12 15:36:36,True
5744,0.0,Mostrador,2025-08-12 15:28:11,2025-08-12 15:28:11,True
5743,0.0,Local,2025-08-12 15:13:43,2025-08-12 15:13:43,True
5742,0.0,Mostrador,2025-08-12 14:34:03,2025-08-12 14:34:03,True
5741,3900.0,Mostrador,2025-08-12 14:26:15,2025-08-12 14:26:15,True
5740,3300.0,Mostrador,2025-08-12 14:18:21,2025-08-12 14:18:21,True
5739,17400.0,Local,2025-08-12 13:48:59,2025-08-12 13:48:59,True
5738,9000.0,Mostrador,2025-08-12 13:47:09,2025-08-12 13:47:09,True
5737,11900.0,Local,2025-08-12 13:38:13,2025-08-12 13:38:13,True
5736,3300.0,Mostrador,2025-08-12 12:57:11,2025-08-12 12:57:11,True
5735,20600.0,Mostrador,2025-08-12 12:29:58,2025-08-12 12:29:58,True
5734,5900.0,Local,2025-08-12 11:44:47,2025-08-12 11:44:47,True
5733,5200.0,Mostrador,2025-08-12 11:27:17,2025-08-12 11:27:17,True
5732,6700.0,Local,2025-08-12 11:16:24,2025-08-12 11:16:24,True
5731,5200.0,Mostrador,2025-08-12 11:06:14,2025-08-12 11:06:14,True
5730,6030.0,Delivery,2025-08-12 10:57:28,2025-08-12 10:57:28,True
5729,19000.0,Mostrador,2025-08-12 10:51:14,2025-08-12 10:51:14,True
5728,6000.0,Mostrador,2025-08-12 10:44:09,2025-08-12 10:44:09,True
5727,0.0,Mostrador,2025-08-12 10:26:22,2025-08-12 10:26:22,True
5726,3900.0,Mostrador,2025-08-12 10:19:06,2025-08-12 10:19:06,True
5725,18600.0,Mostrador,2025-08-12 10:11:50,2025-08-12 10:11:50,True
5724,9000.0,Mostrador,2025-08-12 10:05:43,2025-08-12 10:05:43,True
5723,7400.0,Mostrador,2025-08-12 09:59:22,2025-08-12 09:59:22,True
5722,7800.0,Mostrador,2025-08-12 09:57:44,2025-08-12 09:57:44,True
5721,12000.0,Mostrador,2025-08-12 09:43:43,2025-08-12 09:43:43,True
5720,3900.0,Mostrador,2025-08-12 09:28:35,2025-08-12 09:28:35,True
5719,6000.0,Mostrador,2025-08-12 09:11:35,2025-08-12 09:11:35,True
5718,6000.0,Local,2025-08-12 09:08:38,2025-08-12 09:08:38,True
5717,6500.0,Mostrador,2025-08-12 09:03:29,2025-08-12 09:03:29,True
5716,6000.0,Mostrador,2025-08-12 08:38:39,2025-08-12 08:38:39,True
5715,3900.0,Mostrador,2025-08-12 08:33:01,2025-08-12 08:33:01,True
5714,3900.0,Mostrador,2025-08-12 08:29:21,2025-08-12 08:29:21,True
5713,4500.0,Delivery,2025-08-12 08:18:03,2025-08-12 08:18:03,True
5712,3900.0,Mostrador,2025-08-12 08:14:30,2025-08-12 08:14:30,True
5711,12600.0,Local,2025-08-12 08:03:12,2025-08-12 08:03:12,True
5710,2600.0,Mostrador,2025-08-12 07:47:24,2025-08-12 07:47:24,True
5709,11400.0,Mostrador,2025-08-11 19:22:26,2025-08-11 19:22:26,True
5708,5200.0,Mostrador,2025-08-11 19:07:49,2025-08-11 19:07:49,True
5707,4500.0,Mostrador,2025-08-11 19:00:40,2025-08-11 19:00:40,True
5706,1000.0,Mostrador,2025-08-11 18:56:01,2025-08-11 18:56:01,True
5705,6500.0,Mostrador,2025-08-11 18:46:36,2025-08-11 18:46:36,True
5704,3300.0,Mostrador,2025-08-11 18:45:00,2025-08-11 18:45:00,True
5703,23700.0,Mostrador,2025-08-11 18:40:10,2025-08-11 18:40:10,True
5702,13700.0,Mostrador,2025-08-11 18:16:09,2025-08-11 18:16:09,True
5701,14000.0,Mostrador,2025-08-11 18:12:16,2025-08-11 18:12:16,True
5700,5400.0,Mostrador,2025-08-11 18:11:02,2025-08-11 18:11:02,True
5699,7800.0,Mostrador,2025-08-11 18:09:30,2025-08-11 18:09:30,True
5698,7400.0,Mostrador,2025-08-11 18:07:40,2025-08-11 18:07:40,True
5697,9900.0,Local,2025-08-11 18:02:47,2025-08-11 18:02:47,True
5696,5600.0,Local,2025-08-11 17:58:44,2025-08-11 17:58:44,True
5695,7800.0,Mostrador,2025-08-11 17:32:25,2025-08-11 17:32:25,True
5694,3900.0,Mostrador,2025-08-11 17:30:52,2025-08-11 17:30:52,True
